name,x,y,z
173,22400.0,108798.0,0.0
174,21533.0,107131.0,0.0
175,22400.0,107139.0,0.0
176,23267.0,106723.0,0.0
177,27067.0,106723.0,0.0
178,16867.0,101931.0,0.0
179,16867.0,102814.0,0.0
180,16867.0,99381.0,0.0
181,16867.0,100214.0,0.0
182,17317.0,101048.0,0.0
183,18617.0,101048.0,0.0
184,20667.0,99381.0,0.0
185,20667.0,100214.0,0.0
186,23267.0,99070.0,0.0
187,27067.0,99070.0,0.0
188,17642.0,98548.0,0.0
189,21533.0,98548.0,0.0
190,22400.0,98548.0,0.0
191,28067.0,98548.0,0.0
192,29067.0,98548.0,0.0
193,16867.0,114248.0,0.0
194,20292.0,114848.0,0.0
195,18142.0,114848.0,0.0
196,19642.0,114848.0,0.0
197,29267.0,114848.0,0.0
198,20067.0,101048.0,0.0
199,16867.0,104698.0,0.0
200,16867.0,105698.0,0.0
201,17317.0,107148.0,0.0
202,20667.0,106710.0,0.0
203,20667.0,114248.0,0.0
204,23267.0,114248.0,0.0
205,30067.0,114148.0,0.0
206,30067.0,111448.0,0.0
207,30067.0,112448.0,0.0
208,28067.0,107148.0,0.0
209,29067.0,107148.0,0.0
210,30067.0,105281.0,0.0
211,30067.0,106214.0,0.0
212,30067.0,99381.0,0.0
213,30067.0,100214.0,0.0
214,30067.0,102481.0,0.0
215,30067.0,103414.0,0.0
216,60347.0,101873.0,0.0
217,60347.0,102698.0,0.0
218,60347.0,103523.0,0.0
219,63747.0,111328.0,0.0
220,63747.0,112208.0,0.0
221,63747.0,113088.0,0.0
222,63747.0,113968.0,0.0
223,61022.0,114848.0,0.0
224,61697.0,114848.0,0.0
225,63197.0,114848.0,0.0
226,52947.0,104560.0,0.0
227,52947.0,105423.0,0.0
228,52947.0,106285.0,0.0
229,53722.0,98548.0,0.0
230,52947.0,99381.0,0.0
231,52947.0,100214.0,0.0
232,52947.0,101931.0,0.0
233,52947.0,102814.0,0.0
234,53397.0,101048.0,0.0
235,53397.0,107148.0,0.0
236,52947.0,111128.0,0.0
237,52947.0,112058.0,0.0
238,52947.0,112988.0,0.0
239,52947.0,113918.0,0.0
240,53622.0,114848.0,0.0
241,54297.0,114848.0,0.0
242,55797.0,114848.0,0.0
243,56347.0,99381.0,0.0
244,56347.0,100214.0,0.0
245,63747.0,102064.0,0.0
246,63747.0,103081.0,0.0
247,63747.0,104098.0,0.0
248,63747.0,105114.0,0.0
249,63747.0,106131.0,0.0
250,63747.0,99381.0,0.0
251,63747.0,100214.0,0.0
252,54680.0,101048.0,0.0
253,55513.0,101048.0,0.0
254,60822.0,98548.0,0.0
255,61297.0,98548.0,0.0
256,62797.0,98548.0,0.0
